SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,E_DEF_RATING,DEF_RATING,DEF_RATING_RANK,PACE,POSS
2012-13,1610612762,Utah Jazz,82,43,39,0.524,104.3,105.6,20,92.05,7629
2012-13,1610612764,Washington Wizards,82,29,53,0.354,100.6,101.6,5,93.23,7699
2013-14,1610612737,Atlanta Hawks,82,38,44,0.463,104.1,105.7,15,95.41,7892
2013-14,1610612738,Boston Celtics,82,25,57,0.305,105.2,106.5,17,94.28,7745
2013-14,1610612751,Brooklyn Nets,82,44,38,0.537,104.9,106.7,19,92.42,7663
2013-14,1610612766,Charlotte Bobcats,82,43,39,0.524,101.2,103.3,6,92.93,7712
2013-14,1610612741,Chicago Bulls,82,48,34,0.585,97.8,99.9,2,90.84,7549
2013-14,1610612739,Cleveland Cavaliers,82,33,49,0.402,104.8,107.0,20,93.69,7784
2013-14,1610612742,Dallas Mavericks,82,49,33,0.598,105.9,107.2,21,94.94,7852
2013-14,1610612743,Denver Nuggets,82,36,46,0.439,105.4,107.3,22,98.95,8146
2013-14,1610612765,Detroit Pistons,82,29,53,0.354,107.3,109.0,25,95.57,7874
2013-14,1610612744,Golden State Warriors,82,51,31,0.622,99.9,101.4,3,97.37,8045
2013-14,1610612745,Houston Rockets,82,54,28,0.659,103.1,105.2,13,97.27,8040
2013-14,1610612754,Indiana Pacers,82,56,26,0.683,96.7,98.9,1,92.89,7656
2013-14,1610612746,Los Angeles Clippers,82,57,25,0.695,102.1,104.0,9,96.66,7954
2013-14,1610612747,Los Angeles Lakers,82,27,55,0.329,107.9,109.3,28,99.72,8177
2013-14,1610612763,Memphis Grizzlies,82,50,32,0.61,102.1,103.8,8,90.58,7476
2013-14,1610612748,Miami Heat,82,54,28,0.659,102.9,105.0,11,91.9,7615
2013-14,1610612749,Milwaukee Bucks,82,15,67,0.183,108.9,110.2,30,92.96,7685
2013-14,1610612750,Minnesota Timberwolves,82,40,42,0.488,104.1,105.2,12,98.33,8139
2013-14,1610612740,New Orleans Pelicans,82,34,48,0.415,107.3,109.1,27,93.07,7703
2013-14,1610612752,New York Knicks,82,37,45,0.451,106.5,108.1,24,91.24,7556
2013-14,1610612760,Oklahoma City Thunder,82,59,23,0.72,101.0,103.0,5,96.33,7954
2013-14,1610612753,Orlando Magic,82,23,59,0.28,104.8,106.6,18,94.27,7837
2013-14,1610612755,Philadelphia 76ers,82,19,63,0.232,107.5,109.0,26,99.74,8236
2013-14,1610612756,Phoenix Suns,82,48,34,0.585,103.8,105.6,14,96.83,7973
2013-14,1610612757,Portland Trail Blazers,82,54,28,0.659,104.7,106.2,16,95.9,7930
2013-14,1610612758,Sacramento Kings,82,28,54,0.341,106.3,107.8,23,95.04,7840
2013-14,1610612759,San Antonio Spurs,82,62,20,0.756,100.1,101.4,4,95.87,7887
2013-14,1610612761,Toronto Raptors,82,48,34,0.585,102.4,104.6,10,92.48,7696
2013-14,1610612762,Utah Jazz,82,25,57,0.305,109.1,110.1,29,92.32,7605
2013-14,1610612764,Washington Wizards,82,44,38,0.537,102.4,103.6,7,94.18,7872
2014-15,1610612737,Atlanta Hawks,82,60,22,0.732,100.7,102.3,5,94.66,7775
2014-15,1610612738,Boston Celtics,82,40,42,0.488,102.1,103.5,12,96.71,8007
2014-15,1610612751,Brooklyn Nets,82,38,44,0.463,105.0,106.3,23,93.69,7777
2014-15,1610612766,Charlotte Hornets,82,33,49,0.402,101.0,103.0,10,93.45,7753
2014-15,1610612741,Chicago Bulls,82,50,32,0.61,101.5,103.3,11,93.8,7775
2014-15,1610612739,Cleveland Cavaliers,82,53,29,0.646,104.1,105.3,18,93.23,7682
2014-15,1610612742,Dallas Mavericks,82,50,32,0.61,103.7,104.9,17,96.4,7976
2014-15,1610612743,Denver Nuggets,82,30,52,0.366,105.5,107.1,26,96.87,8011
2014-15,1610612765,Detroit Pistons,82,32,50,0.39,104.2,105.4,20,93.68,7741
2014-15,1610612744,Golden State Warriors,82,67,15,0.817,98.2,100.4,1,99.28,8170
2014-15,1610612745,Houston Rockets,82,56,26,0.683,100.5,102.6,7,97.36,8037
2014-15,1610612754,Indiana Pacers,82,38,44,0.463,100.9,102.7,8,93.67,7753
2014-15,1610612746,Los Angeles Clippers,82,56,26,0.683,103.0,104.7,16,95.4,7844
2014-15,1610612747,Los Angeles Lakers,82,21,61,0.256,108.0,109.4,29,95.03,7892
2014-15,1610612763,Memphis Grizzlies,82,55,27,0.671,99.9,101.2,2,92.82,7696
2014-15,1610612748,Miami Heat,82,37,45,0.451,103.8,106.1,21,91.49,7526
2014-15,1610612749,Milwaukee Bucks,82,41,41,0.5,99.3,101.4,4,94.82,7867
2014-15,1610612750,Minnesota Timberwolves,82,16,66,0.195,109.6,110.9,30,95.45,7873
2014-15,1610612740,New Orleans Pelicans,82,45,37,0.549,104.7,106.3,22,92.29,7608
2014-15,1610612752,New York Knicks,82,17,65,0.207,107.2,109.0,28,92.06,7618
2014-15,1610612760,Oklahoma City Thunder,82,45,37,0.549,103.1,104.6,15,96.61,7988
2014-15,1610612753,Orlando Magic,82,25,57,0.305,105.2,106.8,24,94.51,7773
2014-15,1610612755,Philadelphia 76ers,82,18,64,0.22,102.1,103.9,13,96.45,7950
2014-15,1610612756,Phoenix Suns,82,39,43,0.476,103.4,105.3,19,97.2,8058
2014-15,1610612757,Portland Trail Blazers,82,51,31,0.622,101.4,102.8,9,95.06,7868
2014-15,1610612758,Sacramento Kings,82,29,53,0.354,106.5,108.2,27,96.16,7952
2014-15,1610612759,San Antonio Spurs,82,55,27,0.671,99.6,101.4,3,94.45,7860
2014-15,1610612761,Toronto Raptors,82,49,33,0.598,104.8,107.1,25,93.46,7736
2014-15,1610612762,Utah Jazz,82,38,44,0.463,102.1,104.1,14,91.1,7486
2014-15,1610612764,Washington Wizards,82,46,36,0.561,100.0,102.4,6,94.29,7844
2015-16,1610612737,Atlanta Hawks,82,48,34,0.585,98.8,100.8,2,97.63,8059
2015-16,1610612738,Boston Celtics,82,48,34,0.585,100.9,102.5,4,99.43,8191
2015-16,1610612751,Brooklyn Nets,82,21,61,0.256,108.5,109.7,29,96.12,7903
2015-16,1610612766,Charlotte Hornets,82,48,34,0.585,101.8,103.7,9,96.24,7966
2015-16,1610612741,Chicago Bulls,82,42,40,0.512,103.9,105.5,15,96.6,8008
2015-16,1610612739,Cleveland Cavaliers,82,57,25,0.695,102.3,103.9,10,93.82,7764
2015-16,1610612742,Dallas Mavericks,82,42,40,0.512,104.3,105.9,16,95.34,7950
2015-16,1610612743,Denver Nuggets,82,33,49,0.402,106.4,108.2,25,96.34,7963
2015-16,1610612765,Detroit Pistons,82,44,38,0.537,103.4,104.9,13,95.75,7942
2015-16,1610612744,Golden State Warriors,82,73,9,0.89,100.9,102.8,6,100.24,8303
2015-16,1610612745,Houston Rockets,82,41,41,0.5,105.6,107.3,21,98.42,8139
2015-16,1610612754,Indiana Pacers,82,45,37,0.549,100.2,102.2,3,97.35,8068
2015-16,1610612746,LA Clippers,82,53,29,0.646,100.9,102.7,5,96.81,7995
2015-16,1610612747,Los Angeles Lakers,82,17,65,0.207,109.3,110.3,30,96.55,7930
2015-16,1610612763,Memphis Grizzlies,82,42,40,0.512,105.4,107.1,20,93.95,7763
2015-16,1610612748,Miami Heat,82,48,34,0.585,101.5,103.7,8,94.14,7779
2015-16,1610612749,Milwaukee Bucks,82,33,49,0.402,105.7,107.8,23,95.05,7858
2015-16,1610612750,Minnesota Timberwolves,82,29,53,0.354,107.1,109.0,28,96.2,7965
2015-16,1610612740,New Orleans Pelicans,82,30,52,0.366,107.3,108.4,26,97.64,8041
2015-16,1610612752,New York Knicks,82,32,50,0.39,104.8,106.7,18,94.12,7763
2015-16,1610612760,Oklahoma City Thunder,82,55,27,0.671,103.0,104.8,11,97.54,8061
2015-16,1610612753,Orlando Magic,82,35,47,0.427,104.6,106.0,17,96.68,8018
2015-16,1610612755,Philadelphia 76ers,82,10,72,0.122,106.7,108.6,27,98.44,8119
2015-16,1610612756,Phoenix Suns,82,23,59,0.28,107.0,107.9,24,99.39,8152
2015-16,1610612757,Portland Trail Blazers,82,44,38,0.537,105.6,106.8,19,97.06,8012
2015-16,1610612758,Sacramento Kings,82,33,49,0.402,106.3,107.6,22,100.66,8302
2015-16,1610612759,San Antonio Spurs,82,67,15,0.817,96.6,98.2,1,94.54,7767
2015-16,1610612761,Toronto Raptors,82,56,26,0.683,102.7,104.8,12,93.35,7707
2015-16,1610612762,Utah Jazz,82,40,42,0.488,101.6,103.2,7,91.66,7625
2015-16,1610612764,Washington Wizards,82,41,41,0.5,103.6,105.1,14,99.16,8163
2016-17,1610612737,Atlanta Hawks,82,43,39,0.524,103.1,105.2,4,97.76,8091
2016-17,1610612738,Boston Celtics,82,53,29,0.646,105.5,108.0,14,97.21,8005
2016-17,1610612751,Brooklyn Nets,82,20,62,0.244,108.0,110.1,23,101.75,8371
2016-17,1610612766,Charlotte Hornets,82,36,46,0.439,106.1,108.4,17,95.92,7934
2016-17,1610612741,Chicago Bulls,82,41,41,0.5,104.5,106.2,5,96.02,7919
2016-17,1610612739,Cleveland Cavaliers,82,51,31,0.622,108.0,109.7,21,96.74,8019
2016-17,1610612742,Dallas Mavericks,82,33,49,0.402,106.3,107.7,13,93.11,7668
2016-17,1610612743,Denver Nuggets,82,40,42,0.488,110.5,111.7,29,99.18,8167
2016-17,1610612765,Detroit Pistons,82,37,45,0.451,105.3,106.7,8,95.52,7890
2016-17,1610612744,Golden State Warriors,82,67,15,0.817,101.1,103.4,2,100.37,8279
2016-17,1610612745,Houston Rockets,82,55,27,0.671,106.4,108.4,18,100.55,8289
2016-17,1610612754,Indiana Pacers,82,42,40,0.512,106.3,108.1,15,96.59,7989
2016-17,1610612746,LA Clippers,82,51,31,0.622,105.8,107.5,12,96.77,7968
2016-17,1610612747,Los Angeles Lakers,82,26,56,0.317,110.6,112.0,30,99.26,8143
2016-17,1610612763,Memphis Grizzlies,82,43,39,0.524,104.5,106.5,7,92.84,7702
2016-17,1610612748,Miami Heat,82,41,41,0.5,104.1,106.4,6,95.51,7875
2016-17,1610612749,Milwaukee Bucks,82,42,40,0.512,106.4,108.7,19,94.99,7828
2016-17,1610612750,Minnesota Timberwolves,82,31,51,0.378,109.1,110.9,27,95.48,7870
2016-17,1610612740,New Orleans Pelicans,82,34,48,0.415,104.9,106.8,9,98.56,8173
2016-17,1610612752,New York Knicks,82,31,51,0.378,108.7,110.7,25,96.63,7990
2016-17,1610612760,Oklahoma City Thunder,82,47,35,0.573,105.1,107.1,10,98.18,8099
2016-17,1610612753,Orlando Magic,82,29,53,0.354,108.0,110.3,24,96.9,7989
2016-17,1610612755,Philadelphia 76ers,82,28,54,0.341,106.4,108.2,16,99.07,8179
2016-17,1610612756,Phoenix Suns,82,24,58,0.293,109.3,111.3,28,100.85,8320
2016-17,1610612757,Portland Trail Blazers,82,41,41,0.5,107.8,110.0,22,97.38,8088
2016-17,1610612758,Sacramento Kings,82,32,50,0.39,109.1,110.8,26,95.42,7911
2016-17,1610612759,San Antonio Spurs,82,61,21,0.744,100.9,102.9,1,94.86,7832
2016-17,1610612761,Toronto Raptors,82,51,31,0.622,104.9,107.1,11,95.41,7867
2016-17,1610612762,Utah Jazz,82,51,31,0.622,102.7,104.7,3,92.09,7579
2016-17,1610612764,Washington Wizards,82,49,33,0.598,106.9,108.8,20,97.94,8109
2017-18,1610612737,Atlanta Hawks,82,24,58,0.293,108.2,110.1,24,98.76,8114
2017-18,1610612738,Boston Celtics,82,55,27,0.671,101.5,103.2,2,96.75,7987
2017-18,1610612751,Brooklyn Nets,82,28,54,0.341,108.5,109.7,21,99.66,8238
2017-18,1610612766,Charlotte Hornets,82,36,46,0.439,107.0,109.0,17,98.66,8143
2017-18,1610612741,Chicago Bulls,82,27,55,0.329,109.1,110.5,28,98.65,8160
2017-18,1610612739,Cleveland Cavaliers,82,50,32,0.61,109.5,111.1,29,98.72,8114
2017-18,1610612742,Dallas Mavericks,82,24,58,0.293,107.4,108.4,16,96.53,7959
2017-18,1610612743,Denver Nuggets,82,46,36,0.561,108.8,110.0,23,97.69,8095
2017-18,1610612765,Detroit Pistons,82,39,43,0.476,104.8,106.7,10,96.75,7981
2017-18,1610612744,Golden State Warriors,82,58,24,0.707,104.2,106.8,11,100.35,8251
2017-18,1610612745,Houston Rockets,82,65,17,0.793,103.8,105.7,7,98.02,8078
2017-18,1610612754,Indiana Pacers,82,48,34,0.585,105.6,107.3,12,96.84,7977
2017-18,1610612746,LA Clippers,82,42,40,0.512,107.7,109.2,19,99.54,8167
2017-18,1610612747,Los Angeles Lakers,82,35,47,0.427,105.6,107.3,13,100.9,8361
2017-18,1610612763,Memphis Grizzlies,82,22,60,0.268,108.4,110.4,26,95.65,7865
2017-18,1610612748,Miami Heat,82,44,38,0.537,104.0,105.8,8,96.1,7985
2017-18,1610612749,Milwaukee Bucks,82,44,38,0.537,107.1,109.1,18,97.03,8013
2017-18,1610612750,Minnesota Timberwolves,82,47,35,0.573,108.4,110.2,25,96.75,7985
2017-18,1610612740,New Orleans Pelicans,82,48,34,0.585,105.6,107.4,14,101.48,8443
2017-18,1610612752,New York Knicks,82,29,53,0.354,108.4,109.7,22,97.64,8059
2017-18,1610612760,Oklahoma City Thunder,82,48,34,0.585,104.7,106.4,9,97.34,8036
2017-18,1610612753,Orlando Magic,82,25,57,0.305,107.7,109.4,20,98.58,8096
2017-18,1610612755,Philadelphia 76ers,82,52,30,0.634,102.0,103.9,3,100.75,8299
2017-18,1610612756,Phoenix Suns,82,21,61,0.256,110.6,111.7,30,101.14,8293
2017-18,1610612757,Portland Trail Blazers,82,49,33,0.598,104.2,105.7,6,97.11,7992
2017-18,1610612758,Sacramento Kings,82,27,55,0.329,109.0,110.4,27,95.5,7860
2017-18,1610612759,San Antonio Spurs,82,47,35,0.573,102.4,104.1,4,95.7,7867
2017-18,1610612761,Toronto Raptors,82,59,23,0.72,103.4,105.3,5,98.02,8104
2017-18,1610612762,Utah Jazz,82,48,34,0.585,101.6,103.0,1,96.58,7951
2017-18,1610612764,Washington Wizards,82,43,39,0.524,106.2,107.7,15,97.67,8087
2018-19,1610612737,Atlanta Hawks,82,29,53,0.354,111.2,113.1,28,104.56,8642
2018-19,1610612738,Boston Celtics,82,49,33,0.598,104.9,107.0,6,100.43,8282
2018-19,1610612751,Brooklyn Nets,82,42,40,0.512,107.0,109.0,15,101.52,8452
2018-19,1610612766,Charlotte Hornets,82,39,43,0.476,110.2,112.0,23,99.18,8202
2018-19,1610612741,Chicago Bulls,82,22,60,0.268,110.9,112.8,25,99.3,8232
2018-19,1610612739,Cleveland Cavaliers,82,19,63,0.232,115.1,116.8,30,97.37,8021
2018-19,1610612742,Dallas Mavericks,82,33,49,0.402,108.3,110.1,18,99.6,8216
2018-19,1610612743,Denver Nuggets,82,54,28,0.659,106.8,108.1,10,98.49,8096
2018-19,1610612765,Detroit Pistons,82,41,41,0.5,106.9,108.7,12,97.88,8101
2018-19,1610612744,Golden State Warriors,82,57,25,0.695,106.5,108.6,11,101.74,8390
2018-19,1610612745,Houston Rockets,82,53,29,0.646,107.9,110.1,17,98.39,8130
2018-19,1610612754,Indiana Pacers,82,48,34,0.585,104.2,106.0,3,98.64,8097
2018-19,1610612746,LA Clippers,82,48,34,0.585,109.0,110.4,19,102.66,8475
2018-19,1610612747,Los Angeles Lakers,82,37,45,0.451,107.3,108.9,13,103.6,8534
2018-19,1610612763,Memphis Grizzlies,82,33,49,0.402,106.2,108.0,9,97.15,8038
2018-19,1610612748,Miami Heat,82,39,43,0.476,105.1,107.1,7,98.73,8122
2018-19,1610612749,Milwaukee Bucks,82,60,22,0.732,103.0,104.9,1,103.57,8533
2018-19,1610612750,Minnesota Timberwolves,82,36,46,0.439,110.2,112.2,24,100.88,8341
2018-19,1610612740,New Orleans Pelicans,82,33,49,0.402,110.4,112.0,22,103.89,8553
2018-19,1610612752,New York Knicks,82,17,65,0.207,110.9,112.9,26,100.16,8244
2018-19,1610612760,Oklahoma City Thunder,82,49,33,0.598,104.7,106.5,4,103.38,8549
2018-19,1610612753,Orlando Magic,82,42,40,0.512,105.8,107.6,8,98.65,8133
2018-19,1610612755,Philadelphia 76ers,82,51,31,0.622,107.1,109.0,14,102.59,8467
2018-19,1610612756,Phoenix Suns,82,19,63,0.232,112.2,114.2,29,101.15,8371
2018-19,1610612757,Portland Trail Blazers,82,53,29,0.646,108.1,109.5,16,99.96,8269
2018-19,1610612758,Sacramento Kings,82,39,43,0.476,108.7,110.8,21,103.88,8545
2018-19,1610612759,San Antonio Spurs,82,48,34,0.585,108.3,110.6,20,98.88,8162
2018-19,1610612761,Toronto Raptors,82,58,24,0.707,104.3,106.8,5,100.51,8334
2018-19,1610612762,Utah Jazz,82,50,32,0.61,103.2,105.3,2,100.84,8308
2018-19,1610612764,Washington Wizards,82,32,50,0.39,111.3,112.9,27,102.23,8486
2019-20,1610612737,Atlanta Hawks,67,20,47,0.299,112.3,114.4,28,103.28,6999
2019-20,1610612738,Boston Celtics,72,48,24,0.667,104.5,106.5,4,99.92,7255
2019-20,1610612751,Brooklyn Nets,72,35,37,0.486,107.1,109.2,10,101.7,7404
2019-20,1610612766,Charlotte Hornets,65,23,42,0.354,110.6,112.8,25,96.24,6317
2019-20,1610612741,Chicago Bulls,65,22,43,0.338,107.7,108.9,9,100.46,6563
2019-20,1610612739,Cleveland Cavaliers,65,19,46,0.292,113.6,114.8,30,99.17,6497
2019-20,1610612742,Dallas Mavericks,75,43,32,0.573,109.5,111.2,18,99.89,7569
2019-20,1610612743,Denver Nuggets,73,46,27,0.63,108.6,110.4,16,97.64,7217
2019-20,1610612765,Detroit Pistons,66,20,46,0.303,110.4,112.3,22,97.86,6507
2019-20,1610612744,Golden State Warriors,65,15,50,0.231,110.9,113.0,26,101.04,6623
2019-20,1610612745,Houston Rockets,72,44,28,0.611,107.4,109.8,15,104.04,7539
2019-20,1610612754,Indiana Pacers,73,45,28,0.616,105.1,107.5,6,99.41,7299
2019-20,1610612746,LA Clippers,72,49,23,0.681,105.3,106.9,5,102.16,7396
2019-20,1610612747,Los Angeles Lakers,71,52,19,0.732,103.8,106.1,3,101.2,7211
2019-20,1610612763,Memphis Grizzlies,73,34,39,0.466,107.5,109.7,14,103.31,7562
2019-20,1610612748,Miami Heat,73,44,29,0.603,107.2,109.3,12,98.7,7306
2019-20,1610612749,Milwaukee Bucks,73,56,17,0.767,100.6,102.5,1,105.51,7739
2019-20,1610612750,Minnesota Timberwolves,64,19,45,0.297,110.0,111.6,20,103.94,6736
2019-20,1610612740,New Orleans Pelicans,72,30,42,0.417,109.4,111.8,21,103.89,7548
2019-20,1610612752,New York Knicks,66,21,45,0.318,110.6,112.4,23,99.11,6594
2019-20,1610612760,Oklahoma City Thunder,72,44,28,0.611,106.3,108.1,7,99.42,7218
2019-20,1610612753,Orlando Magic,73,33,40,0.452,107.1,109.2,11,98.99,7255
2019-20,1610612755,Philadelphia 76ers,73,43,30,0.589,106.3,108.4,8,99.59,7304
2019-20,1610612756,Phoenix Suns,73,34,39,0.466,108.4,110.8,17,101.74,7449
2019-20,1610612757,Portland Trail Blazers,74,35,39,0.473,111.8,114.3,27,101.17,7519
2019-20,1610612758,Sacramento Kings,72,31,41,0.431,109.6,111.4,19,99.6,7239
2019-20,1610612759,San Antonio Spurs,71,32,39,0.451,110.9,112.6,24,101.14,7249
2019-20,1610612761,Toronto Raptors,72,53,19,0.736,102.0,104.7,2,101.19,7328
2019-20,1610612762,Utah Jazz,72,44,28,0.611,107.4,109.3,13,99.15,7169
2019-20,1610612764,Washington Wizards,72,25,47,0.347,112.7,114.7,29,103.38,7475
2020-21,1610612737,Atlanta Hawks,72,41,31,0.569,110.6,112.1,18,98.68,7160
2020-21,1610612738,Boston Celtics,72,36,36,0.5,110.0,111.8,13,98.94,7172
2020-21,1610612751,Brooklyn Nets,72,48,24,0.667,110.6,113.1,22,100.27,7280
2020-21,1610612766,Charlotte Hornets,72,33,39,0.458,110.6,112.0,16,99.0,7159
2020-21,1610612741,Chicago Bulls,72,31,41,0.431,109.9,111.5,12,99.58,7220
2020-21,1610612739,Cleveland Cavaliers,72,22,50,0.306,112.1,113.5,25,97.96,7107
2020-21,1610612742,Dallas Mavericks,72,42,30,0.583,110.4,112.3,21,97.94,7062
2020-21,1610612743,Denver Nuggets,72,47,25,0.653,110.0,111.5,11,97.74,7123
2020-21,1610612765,Detroit Pistons,72,20,52,0.278,110.3,112.2,19,98.19,7132
2020-21,1610612744,Golden State Warriors,72,39,33,0.542,107.7,109.4,5,102.81,7412
2020-21,1610612745,Houston Rockets,72,17,55,0.236,112.4,114.4,27,101.69,7320
2020-21,1610612754,Indiana Pacers,72,34,38,0.472,109.6,111.9,14,102.05,7419
2020-21,1610612746,LA Clippers,72,47,25,0.653,108.7,110.6,8,97.63,7036
2020-21,1610612747,Los Angeles Lakers,72,42,30,0.583,104.8,106.8,1,98.85,7184
2020-21,1610612763,Memphis Grizzlies,72,38,34,0.528,108.5,110.5,7,100.77,7302
2020-21,1610612748,Miami Heat,72,40,32,0.556,108.5,110.7,10,97.09,7036
2020-21,1610612749,Milwaukee Bucks,72,46,26,0.639,109.1,110.7,9,102.85,7423
2020-21,1610612750,Minnesota Timberwolves,72,23,49,0.319,112.1,114.5,28,101.96,7389
2020-21,1610612740,New Orleans Pelicans,72,31,41,0.431,111.6,113.3,23,100.54,7303
2020-21,1610612752,New York Knicks,72,41,31,0.569,105.7,107.8,4,96.32,6994
2020-21,1610612760,Oklahoma City Thunder,72,22,50,0.306,111.9,113.4,24,101.61,7353
2020-21,1610612753,Orlando Magic,72,21,51,0.292,112.1,113.9,26,99.17,7158
2020-21,1610612755,Philadelphia 76ers,72,49,23,0.681,105.1,107.0,2,100.12,7272
2020-21,1610612756,Phoenix Suns,72,51,21,0.708,108.8,110.4,6,98.0,7137
2020-21,1610612757,Portland Trail Blazers,72,42,30,0.583,113.4,115.3,29,98.97,7137
2020-21,1610612758,Sacramento Kings,72,31,41,0.431,114.6,116.5,30,100.71,7266
2020-21,1610612759,San Antonio Spurs,72,33,39,0.458,110.7,112.0,17,99.45,7236
2020-21,1610612761,Toronto Raptors,72,27,45,0.375,109.8,112.0,15,99.57,7177
2020-21,1610612762,Utah Jazz,72,52,20,0.722,105.7,107.5,3,99.37,7193
2020-21,1610612764,Washington Wizards,72,34,38,0.472,110.5,112.3,20,104.67,7585
2021-22,1610612737,Atlanta Hawks,82,43,39,0.524,112.1,113.7,26,98.67,8099
2021-22,1610612738,Boston Celtics,82,51,31,0.622,104.0,106.2,1,97.26,8068
2021-22,1610612751,Brooklyn Nets,82,44,38,0.537,109.6,112.3,20,99.4,8177
2021-22,1610612766,Charlotte Hornets,82,43,39,0.524,111.0,113.1,22,100.52,8322
2021-22,1610612741,Chicago Bulls,82,46,36,0.561,111.1,113.2,23,98.76,8124
2021-22,1610612739,Cleveland Cavaliers,82,44,38,0.537,107.0,108.9,5,96.83,7964
2021-22,1610612742,Dallas Mavericks,82,52,30,0.634,106.8,109.1,7,95.64,7871
2021-22,1610612743,Denver Nuggets,82,48,34,0.585,110.3,111.5,15,98.41,8123
2021-22,1610612765,Detroit Pistons,82,23,59,0.28,111.1,113.3,24,98.81,8141
2021-22,1610612744,Golden State Warriors,82,53,29,0.646,103.9,106.6,2,98.74,8121
2021-22,1610612745,Houston Rockets,82,20,62,0.244,114.4,116.4,30,101.16,8323
2021-22,1610612754,Indiana Pacers,82,25,57,0.305,113.9,115.5,28,98.55,8166
2021-22,1610612746,LA Clippers,82,42,40,0.512,107.5,109.5,8,98.51,8121
2021-22,1610612747,Los Angeles Lakers,82,33,49,0.402,110.9,112.8,21,100.47,8360
2021-22,1610612763,Memphis Grizzlies,82,56,26,0.683,106.2,108.9,6,100.52,8295
2021-22,1610612748,Miami Heat,82,53,29,0.646,106.3,108.4,4,96.53,7987
2021-22,1610612749,Milwaukee Bucks,82,51,31,0.622,109.4,111.1,14,100.59,8284
2021-22,1610612750,Minnesota Timberwolves,82,46,36,0.561,109.1,111.0,13,101.47,8357
2021-22,1610612740,New Orleans Pelicans,82,36,46,0.439,110.5,112.0,18,98.02,8060
2021-22,1610612752,New York Knicks,82,37,45,0.451,107.6,110.2,11,96.42,7958
2021-22,1610612760,Oklahoma City Thunder,82,24,58,0.293,110.2,111.7,17,99.39,8198
2021-22,1610612753,Orlando Magic,82,22,60,0.268,110.3,112.1,19,99.71,8223
2021-22,1610612755,Philadelphia 76ers,82,51,31,0.622,108.3,110.2,12,96.71,7975
2021-22,1610612756,Phoenix Suns,82,64,18,0.78,104.7,106.8,3,100.26,8242
2021-22,1610612757,Portland Trail Blazers,82,27,55,0.329,114.0,116.3,29,98.74,8120
2021-22,1610612758,Sacramento Kings,82,30,52,0.366,112.9,114.8,27,100.1,8252
2021-22,1610612759,San Antonio Spurs,82,34,48,0.415,110.0,111.7,16,100.51,8290
2021-22,1610612761,Toronto Raptors,82,48,34,0.585,107.9,109.9,9,96.63,8000
2021-22,1610612762,Utah Jazz,82,49,33,0.598,107.7,110.0,10,97.5,8014
2021-22,1610612764,Washington Wizards,82,35,47,0.427,111.7,113.6,25,97.8,8079
2022-23,1610612737,Atlanta Hawks,82,41,41,0.5,113.6,115.4,22,101.56,8407
2022-23,1610612738,Boston Celtics,82,57,25,0.695,108.8,110.6,2,99.15,8247
2022-23,1610612751,Brooklyn Nets,82,45,37,0.549,110.9,113.5,16,98.77,8111
2022-23,1610612766,Charlotte Hornets,82,27,55,0.329,112.6,114.7,20,101.47,8390
2022-23,1610612741,Chicago Bulls,82,40,42,0.488,109.4,111.5,5,99.18,8225
2022-23,1610612739,Cleveland Cavaliers,82,51,31,0.622,107.7,109.9,1,96.27,7972
2022-23,1610612742,Dallas Mavericks,82,38,44,0.463,114.0,116.1,25,97.21,8082
2022-23,1610612743,Denver Nuggets,82,53,29,0.646,111.7,113.5,15,98.74,8129
2022-23,1610612765,Detroit Pistons,82,17,65,0.207,116.1,117.8,27,99.88,8231
2022-23,1610612744,Golden State Warriors,82,44,38,0.537,111.4,113.4,14,102.54,8472
2022-23,1610612745,Houston Rockets,82,22,60,0.268,116.9,118.6,29,99.74,8220
2022-23,1610612754,Indiana Pacers,82,35,47,0.427,115.4,117.1,26,101.68,8377
2022-23,1610612746,LA Clippers,82,44,38,0.537,112.0,113.6,17,98.84,8168
2022-23,1610612747,Los Angeles Lakers,82,43,39,0.524,111.5,113.2,12,101.92,8436
2022-23,1610612763,Memphis Grizzlies,82,51,31,0.622,108.3,110.7,3,101.5,8360
2022-23,1610612748,Miami Heat,82,44,38,0.537,110.6,112.8,9,96.76,7991
2022-23,1610612749,Milwaukee Bucks,82,58,24,0.707,109.4,110.9,4,101.45,8389
2022-23,1610612750,Minnesota Timberwolves,82,42,40,0.512,111.1,113.1,10,101.55,8383
2022-23,1610612740,New Orleans Pelicans,82,42,40,0.512,109.9,112.0,6,99.58,8239
2022-23,1610612752,New York Knicks,82,47,35,0.573,111.8,114.2,19,97.75,8134
2022-23,1610612760,Oklahoma City Thunder,82,40,42,0.488,111.4,113.2,13,101.94,8435
2022-23,1610612753,Orlando Magic,82,34,48,0.415,111.5,113.7,18,99.66,8205
2022-23,1610612755,Philadelphia 76ers,82,54,28,0.659,110.2,112.7,8,97.44,8072
2022-23,1610612756,Phoenix Suns,82,45,37,0.549,110.1,112.3,7,98.83,8141
2022-23,1610612757,Portland Trail Blazers,82,33,49,0.402,116.0,118.0,28,99.25,8157
2022-23,1610612758,Sacramento Kings,82,48,34,0.585,114.1,116.0,24,100.99,8343
2022-23,1610612759,San Antonio Spurs,82,22,60,0.268,117.7,119.6,30,102.07,8451
